Total Pembeli (Pesanan Dibuat),Produk (Pesanan Dibuat),Total Penjualan (Pesanan Dibuat) (IDR),Tingkat Konversi (Pesanan yang Dibuat),Produk (Pesanan Siap Dikirim),Cluster
1,2,13308.0,0.0294,2,0
1,2,138.0,0.0385,2,0
2,2,189828.0,0.0426,2,0
2,2,136894.0,0.0333,2,0
2,2,105369.0,0.0125,2,0
2,2,24043.0,0.1176,1,0
1,1,4279.0,0.0385,1,0
1,1,119564.0,0.0475999999999999,1,0
1,1,22177.0,0.0196,1,0
1,1,634.0,0.0088,1,0
1,1,38104.0,0.0526,1,0
1,1,65432.0,0.0667,1,0
1,1,23575.0,0.0263,1,0
1,1,19228.0,0.0192,1,0
1,1,31.0,0.0144999999999999,1,0
1,1,15745.0,0.0323,1,0
1,1,10621.0,0.0104,1,0
1,1,348.0,0.0237999999999999,1,0
1,1,22132.0,0.04,1,0
1,1,45324.0,0.0294,1,0
1,1,7823.0,0.0333,1,0
1,1,47495.0,0.05,1,0
1,1,38569.0,0.0175,1,0
1,1,26436.0,0.0081,1,0
1,1,6386.0,0.1429,1,0
1,1,61671.0,0.0179,1,0
1,1,50232.0,0.0417,1,0
1,1,131.0,0.0152,1,0
1,1,25147.0,0.0713999999999999,1,0
1,1,10911.0,0.0455,1,0
1,1,18253.0,0.0556,1,0
1,1,712.0,0.0132,1,0
1,1,6758.0,0.0222,1,0
1,1,10405.0,0.0333,1,0
1,1,7276.0,0.0625,1,0
1,1,47.0,0.0179,1,0
1,1,54929.0,0.1667,1,0
1,1,11482.0,0.0455,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
10,273,61607.0,0.0541,273,1
119,137,4116920.0,0.0567,134,1
25,116,17754.0,0.1515,102,2
78,93,9866252.0,0.0776,84,1
23,72,685512.0,0.0373,62,2
23,68,223884.0,0.213,68,2
48,65,93958.0,0.0791999999999999,63,2
36,64,1069819.0,0.0501999999999999,63,2
22,64,1083625.0,0.0786,64,2
58,63,1473464.0,0.0774,58,2
36,56,1068355.0,0.0622,56,2
23,55,1550494.0,0.1474,53,2
17,51,487061.0,0.0596,30,2
7,46,47737.0,0.0753,46,2
16,44,118111.0,0.1684,43,2
36,44,866866.0,0.0652,42,2
36,44,461027.0,0.1475,41,2
23,43,348144.0,0.0687,42,2
25,43,1439244.0,0.0507,41,2
29,43,512472.0,0.1318,42,2
23,39,1169989.0,0.0975,33,2
24,35,424129.0,0.0727,30,2
24,35,691814.0,0.1387,35,2
17,35,189072.0,0.1574,25,2
25,34,1226563.0,0.1445,32,2
28,31,1229915.0,0.0182,30,2
14,31,901705.0,0.0946,31,2
20,31,662073.0,0.0855,30,2
18,30,116202.0,0.1417,28,2
17,29,912396.0,0.0756,29,2
7,27,234781.0,0.0921,20,0
17,24,51329.0,0.2464,24,2
21,23,739383.0,0.0245,21,0
6,23,275251.0,0.0382,17,0
9,23,84429.0,0.1343,11,0
13,23,256724.0,0.0381,23,0
10,22,167926.0,0.0426,14,0
18,22,137176.0,0.1578999999999999,20,0
9,22,51286.0,0.1730999999999999,22,0
20,21,70672.0,0.0619,20,0
13,21,121923.0,0.1566,21,0
6,21,138802.0,0.0349,9,0
9,19,140485.0,0.0810999999999999,19,0
12,19,46542.0,0.044,16,0
10,19,177258.0,0.0448,19,0
15,18,217005.0,0.0341,17,0
5,18,154751.0,0.036,18,0
4,17,57932.0,0.0395999999999999,17,0
15,17,480634.0,0.0904,17,0
12,17,191095.0,0.0938,17,0
13,17,32591.0,0.0613,16,0
14,17,403414.0,0.0576,15,0
5,17,128098.0,0.0532,17,0
11,16,211346.0,0.1294,14,0
6,16,85605.0,0.1153999999999999,12,0
10,16,318358.0,0.0224,16,0
13,15,312761.0,0.0935,15,0
10,15,392324.0,0.0478,15,0
7,15,64534.0,0.2332999999999999,9,0
5,15,28691.0,0.0237,13,0
6,14,250526.0,0.0723,14,0
13,14,451461.0,0.0409999999999999,14,0
10,13,452959.0,0.0704,12,0
6,13,296496.0,0.0779,12,0
8,13,80842.0,0.2051,13,0
10,13,265422.0,0.2128,13,0
11,13,19626.0,0.11,13,0
10,12,557836.0,0.0725,11,0
9,12,386363.0,0.0576999999999999,11,0
9,12,467617.0,0.0308,11,0
8,12,86637.0,0.1379,10,0
9,11,49946.0,0.225,11,0
8,11,215253.0,0.0544,9,0
8,11,280788.0,0.1110999999999999,9,0
6,11,99552.0,0.1429,9,0
9,11,800751.0,0.0938,11,0
4,11,223163.0,0.0233,8,0
2,11,13943.0,0.2857,11,0
9,11,202845.0,0.0479,11,0
6,10,50155.0,0.1875,8,0
6,10,67505.0,0.0674,10,0
9,10,252193.0,0.1406,8,0
10,10,86825.0,0.1124,10,0
7,10,85208.0,0.2414,10,0
9,10,221078.0,0.0423,10,0
10,10,413948.0,0.1031,9,0
8,9,468087.0,0.053,9,0
8,9,82163.0,0.2286,8,0
7,9,114279.0,0.0435,9,0
7,9,805748.0,0.068,9,0
5,9,113532.0,0.1086999999999999,8,0
8,9,268156.0,0.0519,9,0
8,9,95594.0,0.1667,8,0
8,8,301421.0,0.1110999999999999,8,0
7,8,215561.0,0.1458,7,0
8,8,187209.0,0.0713999999999999,8,0
8,8,279012.0,0.092,8,0
8,8,956788.0,0.1127,7,0
7,8,72616.0,0.1273,8,0
6,8,538909.0,0.0224,8,0
7,8,256639.0,0.0667,8,0
5,8,228397.0,0.027,8,0
5,8,117828.0,0.1110999999999999,8,0
8,8,102888.0,0.1193999999999999,8,0
6,7,698256.0,0.0612,7,0
6,7,109686.0,0.0833,7,0
6,7,396647.0,0.0682,7,0
5,7,68681.0,0.0819999999999999,7,0
5,6,196205.0,0.0549,5,0
6,6,122261.0,0.1875,6,0
5,6,49373.0,0.1785999999999999,5,0
4,6,209579.0,0.0579999999999999,5,0
6,6,134656.0,0.1429,6,0
5,6,135325.0,0.0542999999999999,6,0
6,6,429418.0,0.0545,6,0
3,6,15396.0,0.25,5,0
4,6,429705.0,0.0615,6,0
3,5,314894.0,0.0275,5,0
2,5,99779.0,0.0526,5,0
5,5,18521.0,0.1086999999999999,4,0
3,5,66339.0,0.0833,4,0
4,5,70123.0,0.0266999999999999,5,0
5,5,121537.0,0.061,4,0
5,5,115771.0,0.098,5,0
2,5,1335.0,0.0202,5,0
4,4,111102.0,0.022,4,0
4,4,43311.0,0.0909,4,0
3,4,32718.0,0.0833,4,0
3,4,71187.0,0.0857,4,0
2,4,346998.0,0.0149,2,0
4,4,76784.0,0.0263,3,0
4,4,21154.0,0.0702,4,0
3,4,310253.0,0.0536,3,0
3,4,28855.0,0.125,4,0
4,4,83132.0,0.093,4,0
3,4,94175.0,0.1578999999999999,4,0
3,4,2289.0,0.0713999999999999,4,0
3,4,137496.0,0.0236,3,0
1,4,114222.0,0.0588,4,0
1,4,26471.0,0.0345,4,0
4,4,240381.0,0.0475999999999999,4,0
3,3,167031.0,0.0395,2,0
3,3,18431.0,0.0713999999999999,3,0
3,3,202325.0,0.0556,3,0
3,3,74136.0,0.0055,3,0
3,3,4804.0,0.12,3,0
3,3,29663.0,0.0448,3,0
3,3,6678.0,0.1,3,0
3,3,344687.0,0.05,2,0
3,3,27462.0,0.1875,3,0
3,3,331314.0,0.1110999999999999,3,0
2,3,7991.0,0.1429,3,0
2,3,3808.0,0.023,3,0
3,3,149687.0,0.0341,3,0
1,2,5867.0,0.05,2,0
2,2,18511.0,0.0833,2,0
1,2,354411.0,0.0475999999999999,2,0
2,2,11144.0,0.2,2,0
2,2,10331.0,0.0741,2,0
2,2,61214.0,0.0364,2,0
2,2,26427.0,0.3333,2,0
2,2,10618.0,0.0625,2,0
2,2,6223.0,0.1052999999999999,2,0
1,2,1154.0,0.0139,2,0
2,2,21182.0,0.0426,2,0
2,2,167828.0,0.0294,2,0
1,2,15.0,0.0233,2,0
1,2,38402.0,0.0713999999999999,2,0
1,2,478.0,0.0588,2,0
1,1,7557.0,0.3333,1,0
1,1,374.0,0.0121999999999999,1,0
1,1,5072.0,0.0141,0,0
1,1,38964.0,0.0588,1,0
1,1,61222.0,0.0243999999999999,1,0
1,1,46132.0,0.0713999999999999,1,0
1,1,15569.0,0.0156,1,0
1,1,468.0,0.0192,1,0
1,1,10305.0,0.011,1,0
1,1,44.0,0.0385,1,0
1,1,64905.0,0.125,1,0
1,1,62314.0,0.0144999999999999,1,0
1,1,26149.0,0.0333,0,0
1,1,2038.0,0.0356999999999999,1,0
1,1,93352.0,0.0256,1,0
1,1,10615.0,0.125,0,0
1,1,22614.0,0.0263,1,0
1,1,3373.0,0.1667,1,0
1,1,69934.0,0.0417,1,0
1,1,26602.0,0.0345,1,0
1,1,38483.0,0.0111,1,0
1,1,30606.0,0.0227,1,0
1,1,25398.0,0.0172,1,0
1,1,5281.0,0.04,0,0
1,1,34585.0,0.125,1,0
1,1,225.0,0.0182,1,0
1,1,49751.0,0.0208,1,0
1,1,13931.0,0.0667,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
15,189,48313.0,0.0625,189,2
31,113,1024595.0,0.0588,106,2
24,108,351579.0,0.2,82,2
12,105,113981.0,0.1176,90,2
97,104,3263448.0,0.047,101,1
84,101,10543261.0,0.0643,92,1
39,100,666944.0,0.1226,95,2
35,94,163765.0,0.1128999999999999,91,2
32,88,1398644.0,0.043,88,2
60,87,1146710.0,0.0547,84,2
39,86,80021.0,0.0415,85,2
72,85,1982725.0,0.0831,77,2
19,74,166049.0,0.1429,69,2
19,67,270209.0,0.1234,66,2
24,65,687939.0,0.0721,63,2
41,64,1863577.0,0.1133,60,2
45,64,1606061.0,0.1069,62,2
48,63,977245.0,0.0516,60,2
29,54,1870138.0,0.0426,50,2
45,54,2250413.0,0.0581,51,2
34,53,1675902.0,0.0831,47,2
47,52,2051158.0,0.0118,48,2
30,51,1357621.0,0.0962,48,2
34,51,555935.0,0.113,46,2
16,49,408534.0,0.0486,46,2
34,45,521438.0,0.0415,45,2
11,45,401298.0,0.0472,45,2
6,45,552069.0,0.0306,37,2
9,44,460469.0,0.0346,42,2
6,42,192841.0,0.0417,40,2
16,41,219204.0,0.1905,40,2
11,41,417777.0,0.0281,34,2
24,40,586966.0,0.1805,39,2
33,40,1371415.0,0.0938,40,2
29,39,562777.0,0.0542999999999999,35,2
20,38,670229.0,0.0538999999999999,36,2
14,36,1007604.0,0.0909,36,2
23,34,640859.0,0.083,33,2
18,33,272381.0,0.1394999999999999,33,2
15,32,407837.0,0.0332,32,0
20,31,54913.0,0.0315,31,0
27,30,95513.0,0.0469,29,2
19,30,776771.0,0.0513999999999999,27,2
19,30,850814.0,0.0623,28,2
15,29,410004.0,0.0508,29,0
15,26,138776.0,0.1163,26,0
23,26,847676.0,0.0516999999999999,23,2
12,26,22879.0,0.1061999999999999,26,0
23,26,771374.0,0.0604,23,2
6,26,186869.0,0.0361,26,0
19,25,54103.0,0.2923,24,2
19,24,287174.0,0.0876,24,0
17,23,530789.0,0.0863,20,0
18,22,201635.0,0.2727,18,2
9,22,89715.0,0.1552,22,0
16,22,505479.0,0.0448,21,0
10,22,533185.0,0.1075,22,0
13,21,1154890.0,0.0594,17,0
9,20,12989.0,0.0776,17,0
20,20,1449538.0,0.0542,20,2
15,20,616627.0,0.0718,17,0
10,20,516392.0,0.0408,19,0
8,19,121758.0,0.2051,19,0
17,19,404935.0,0.0559,19,0
13,19,43421.0,0.3824,19,2
11,19,109299.0,0.094,17,0
8,18,49024.0,0.0655999999999999,18,0
8,18,226315.0,0.127,18,0
6,18,142612.0,0.0259,18,0
15,17,97835.0,0.15,15,0
14,17,149482.0,0.1918,17,0
12,16,275843.0,0.0351,15,0
15,16,60618.0,0.2,15,0
12,16,604516.0,0.093,16,0
7,16,163682.0,0.07,10,0
5,16,29119.0,0.0181,16,0
12,16,298903.0,0.0467,16,0
14,15,596214.0,0.0613999999999999,15,0
12,15,376419.0,0.0951999999999999,14,0
11,15,462235.0,0.0957,11,0
8,15,118831.0,0.0816,14,0
12,14,71242.0,0.0652,14,0
7,14,119073.0,0.0921,14,0
11,14,94788.0,0.1058,12,0
10,14,337292.0,0.0667,14,0
8,14,5125.0,0.1455,10,0
5,14,643963.0,0.0210999999999999,5,0
12,13,280218.0,0.0354,12,0
11,13,220104.0,0.0189,13,0
11,13,154081.0,0.1341,13,0
9,12,318433.0,0.0612,11,0
11,12,250595.0,0.0576,12,0
11,12,860001.0,0.0786,12,0
10,11,405908.0,0.0602,11,0
11,11,396638.0,0.0361,10,0
9,11,58887.0,0.1578999999999999,10,0
6,11,280367.0,0.0311,11,0
3,11,54621.0,0.0732,11,0
10,11,529753.0,0.0495,11,0
9,11,181926.0,0.0233,10,0
8,10,126656.0,0.1127,10,0
4,9,166215.0,0.0449,9,0
7,9,189412.0,0.0972,8,0
8,9,14655.0,0.2581,7,0
5,9,1053451.0,0.0373,7,0
7,9,52044.0,0.1458,7,0
6,9,161672.0,0.1132,9,0
7,9,225631.0,0.0667,7,0
7,8,87986.0,0.0359,8,0
8,8,275183.0,0.0304,8,0
4,8,98187.0,0.0356999999999999,8,0
6,8,118524.0,0.0645,8,0
6,8,127698.0,0.0242,7,0
7,8,197901.0,0.0098,8,0
8,8,18229.0,0.0851,8,0
7,8,246536.0,0.0260999999999999,7,0
6,8,65075.0,0.0741,7,0
5,8,16772.0,0.0794,8,0
8,8,688.0,0.0655999999999999,7,0
6,7,39755.0,0.0176,7,0
7,7,449452.0,0.0504,6,0
5,7,54707.0,0.102,7,0
7,7,90708.0,0.1148,7,0
5,7,57388.0,0.1042,7,0
6,7,376742.0,0.1017,6,0
5,7,14753.0,0.04,6,0
7,7,105069.0,0.0778,7,0
7,7,245381.0,0.0559999999999999,6,0
3,7,51803.0,0.0216,7,0
7,7,220861.0,0.0361,6,0
7,7,101879.0,0.0761,7,0
6,6,274416.0,0.0882,6,0
4,6,174279.0,0.0381,6,0
5,6,43537.0,0.1667,6,0
3,6,304592.0,0.0319,4,0
1,6,13802.0,0.0208,6,0
4,6,35356.0,0.0526,6,0
5,6,232147.0,0.0321,6,0
5,6,88564.0,0.0352,5,0
4,6,149487.0,0.0385,6,0
6,6,253998.0,0.0667,6,0
6,6,481761.0,0.0833,6,0
5,5,139804.0,0.0758,5,0
5,5,26848.0,0.1389,5,0
5,5,51333.0,0.1471,5,0
5,5,113207.0,0.0329,5,0
5,5,330652.0,0.0694,5,0
5,5,453725.0,0.0926,5,0
5,5,96427.0,0.125,5,0
5,5,134041.0,0.1163,5,0
4,5,86806.0,0.0702,4,0
4,5,39716.0,0.0909,5,0
3,5,229436.0,0.1364,5,0
4,5,174306.0,0.0395999999999999,4,0
3,4,47063.0,0.0652,4,0
4,4,10895.0,0.0412,4,0
3,4,69985.0,0.0667,4,0
3,4,34278.0,0.0302999999999999,4,0
2,4,17136.0,0.0426,2,0
4,4,51924.0,0.0184,4,0
3,4,282913.0,0.0182,4,0
2,4,29721.0,0.0408,4,0
1,4,27513.0,0.0069,4,0
3,4,10216.0,0.1578999999999999,4,0
3,3,106759.0,0.0246,3,0
3,3,192491.0,0.0203,3,0
3,3,120993.0,0.0492,3,0
2,3,25237.0,0.069,3,0
2,3,175194.0,0.0247,3,0
3,3,154359.0,0.0265,3,0
3,3,69507.0,0.0252,3,0
2,3,35717.0,0.0588,3,0
1,2,70745.0,0.0081999999999999,2,0
2,2,7712.0,0.0153,2,0
1,2,1559.0,0.0227,2,0
1,2,372.0,0.0237999999999999,2,0
2,2,912.0,0.0951999999999999,2,0
2,2,16485.0,0.0833,2,0
2,2,9008.0,0.1429,2,0
1,2,61.0,0.0069999999999999,2,0
2,2,41531.0,0.0356999999999999,1,0
2,2,28406.0,0.0105,2,0
2,2,73365.0,0.1429,2,0
1,2,130.0,0.0286,2,0
2,2,9325.0,0.0339,2,0
2,2,51769.0,0.1,2,0
2,2,10169.0,0.1429,2,0
1,2,25.0,0.0192,2,0
2,2,51632.0,0.125,2,0
2,2,28359.0,0.0426,2,0
1,1,45495.0,0.1429,1,0
1,1,62688.0,0.0079,1,0
1,1,30.0,0.0135,0,0
1,1,30946.0,0.0833,1,0
1,1,74012.0,0.025,1,0
1,1,79.0,0.0189,1,0
1,1,42461.0,0.008,1,0
1,1,20625.0,0.0455,1,0
1,1,86403.0,0.04,1,0
1,1,4107.0,0.1429,1,0
1,1,56027.0,0.0237999999999999,1,0
1,1,2599.0,0.1,1,0
1,1,30165.0,0.0278,1,0
1,1,2669.0,0.0475999999999999,1,0
1,1,19691.0,0.0156,1,0
1,1,19626.0,0.0227,1,0
1,1,75.0,0.0345,0,0
1,1,49321.0,0.0435,0,0
1,1,49839.0,0.0152,1,0
1,1,12475.0,0.0179,1,0
1,1,4877.0,0.0152,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
57,112,2662376.0,0.1119999999999999,98,2
43,111,753832.0,0.1177999999999999,105,2
30,109,160837.0,0.1261,104,2
71,96,10502928.0,0.07,84,1
41,95,851624.0,0.0464,82,2
30,84,304032.0,0.303,66,2
74,76,2278190.0,0.0501,73,2
21,73,758217.0,0.0617999999999999,69,2
47,73,2339081.0,0.0478,66,2
23,63,529627.0,0.0569,58,2
30,59,1608792.0,0.0825999999999999,48,2
52,57,1373261.0,0.0646,53,2
39,54,749178.0,0.0571,48,2
27,51,1647421.0,0.044,48,2
24,47,1311860.0,0.1116,47,2
24,46,1061491.0,0.1297,41,2
13,43,86449.0,0.1398,43,2
16,43,56073.0,0.0416,41,2
35,42,608449.0,0.0969999999999999,41,2
20,41,182364.0,0.1042,38,2
17,41,1060314.0,0.1478,36,2
31,40,1787646.0,0.0395,38,2
31,39,547001.0,0.0818,34,2
20,37,1080292.0,0.0678,35,2
17,33,556479.0,0.0409999999999999,29,2
23,31,534072.0,0.0395999999999999,29,2
16,29,456863.0,0.0294,28,0
11,29,47786.0,0.0344,28,0
7,29,88278.0,0.0333,28,0
14,28,141389.0,0.1346,28,2
24,27,139938.0,0.1889999999999999,25,2
9,27,279045.0,0.0223,23,0
19,27,1319665.0,0.0292,21,2
5,27,26959.0,0.1316,27,0
27,27,634171.0,0.0863,26,2
19,26,173019.0,0.1188,25,2
13,26,163546.0,0.1548,23,0
21,25,293254.0,0.1167,24,2
20,24,807465.0,0.0837,24,2
19,24,1039403.0,0.0611,22,2
14,23,602919.0,0.0375999999999999,22,0
10,22,17651.0,0.0327999999999999,21,0
14,22,269897.0,0.0322,18,0
20,22,830982.0,0.0138,21,0
8,22,99543.0,0.1667,21,0
17,22,1748638.0,0.053,19,2
19,22,222203.0,0.1138,18,0
6,21,169301.0,0.0732,11,0
6,21,163467.0,0.0487999999999999,21,0
15,21,14842.0,0.2027,17,0
6,21,242744.0,0.0364,11,0
10,19,684024.0,0.051,17,0
10,18,232595.0,0.0962,14,0
18,18,55594.0,0.0436,18,0
6,18,36917.0,0.2307999999999999,4,0
14,18,160923.0,0.1591,17,0
12,17,104913.0,0.1143,16,0
6,17,200114.0,0.0368,17,0
14,17,36124.0,0.3043,17,2
11,17,453833.0,0.0487,15,0
10,17,932001.0,0.0633,12,0
4,17,131612.0,0.0377,10,0
7,16,12523.0,0.0824,14,0
13,16,121585.0,0.1711,15,0
12,16,89419.0,0.1739,15,0
15,16,464327.0,0.0938,16,0
8,16,276019.0,0.0381,14,0
11,16,20949.0,0.0382,12,0
