Total Pembeli (Pesanan Dibuat),Produk (Pesanan Dibuat),Total Penjualan (Pesanan Dibuat) (IDR),Tingkat Konversi (Pesanan yang Dibuat),Produk (Pesanan Siap Dikirim),Cluster
15,16,454372.0,0.0256,16,0
14,15,302447.0,0.0496,14,0
6,15,347691.0,0.048,11,0
6,14,60593.0,0.1052999999999999,14,0
8,14,252313.0,0.0491,14,0
5,14,945233.0,0.0194,10,0
5,14,504469.0,0.0713999999999999,14,0
12,14,352459.0,0.0702,14,0
12,14,1896.0,0.0615,12,0
8,14,82039.0,0.1379,14,0
4,14,261715.0,0.0181,14,0
12,13,303747.0,0.0635,13,0
9,13,369524.0,0.0549,11,0
6,13,206906.0,0.1277,13,0
12,13,114315.0,0.0682,13,0
7,13,142375.0,0.1273,13,0
10,13,160725.0,0.0806,10,0
10,12,175502.0,0.098,12,0
9,12,297915.0,0.0536,11,0
9,12,89406.0,0.1429,11,0
11,12,279488.0,0.0803,11,0
10,12,6329.0,0.0487999999999999,11,0
8,12,272191.0,0.0579999999999999,11,0
8,11,29387.0,0.0741,9,0
5,11,86279.0,0.1724,11,0
10,11,41686.0,0.1923,11,0
2,11,74244.0,0.0605999999999999,6,0
10,11,230756.0,0.069,8,0
11,11,228701.0,0.0377,10,0
10,11,254191.0,0.0365,10,0
9,11,126751.0,0.1168999999999999,10,0
10,10,238952.0,0.0542999999999999,10,0
5,10,40975.0,0.1563,8,0
8,10,367679.0,0.05,9,0
9,9,310711.0,0.0667,9,0
9,9,774177.0,0.0957,9,0
8,9,146672.0,0.1052999999999999,9,0
9,9,275794.0,0.0638,9,0
8,8,203191.0,0.0702,8,0
5,8,78105.0,0.0877,7,0
8,8,162276.0,0.0383,7,0
6,8,74135.0,0.1224,6,0
6,8,252206.0,0.0536,4,0
5,8,67125.0,0.0735,6,0
5,8,577669.0,0.0379,7,0
3,8,71087.0,0.12,8,0
4,8,72821.0,0.026,7,0
6,8,56902.0,0.0283999999999999,8,0
7,7,723668.0,0.0475999999999999,7,0
5,7,359661.0,0.0159,6,0
4,7,669174.0,0.0256,5,0
7,7,37736.0,0.1556,6,0
6,7,166321.0,0.12,6,0
4,7,82844.0,0.0605999999999999,5,0
5,7,57878.0,0.0943,7,0
6,7,467815.0,0.0417,7,0
5,7,15094.0,0.0892999999999999,6,0
1,7,605.0,0.0286,7,0
4,7,18111.0,0.0449,5,0
6,7,181674.0,0.0566,7,0
5,6,2354.0,0.0684999999999999,4,0
5,6,178811.0,0.0602,6,0
6,6,33597.0,0.0492,6,0
1,6,19763.0,0.0115,6,0
6,6,32215.0,0.3,5,0
6,6,167065.0,0.0951999999999999,4,0
6,6,218125.0,0.0276,6,0
5,6,291755.0,0.0484999999999999,6,0
3,6,77532.0,0.0612,6,0
3,6,43842.0,0.0441,6,0
6,6,182215.0,0.0822,5,0
4,6,7461.0,0.0513,4,0
3,6,441691.0,0.0938,6,0
3,6,30837.0,0.0810999999999999,6,0
3,6,52772.0,0.0435,3,0
6,6,221151.0,0.1153999999999999,6,0
4,6,75456.0,0.1379,4,0
5,5,2266.0,0.1282,5,0
5,5,250266.0,0.0833,5,0
2,5,52284.0,0.3333,5,0
3,4,68327.0,0.0455,3,0
4,4,73001.0,0.0755,4,0
3,4,41081.0,0.075,2,0
4,4,82994.0,0.0833,3,0
4,4,112356.0,0.1110999999999999,4,0
3,4,138416.0,0.0213,4,0
4,4,212674.0,0.043,4,0
3,3,13687.0,0.1765,3,0
1,3,308356.0,0.0217,1,0
2,3,92354.0,0.0113,3,0
2,3,26066.0,0.0183,3,0
3,3,21002.0,0.0682,3,0
2,3,182313.0,0.0174,3,0
3,3,47.0,0.2727,3,0
2,3,111944.0,0.02,3,0
1,3,68083.0,0.0169,1,0
2,3,35922.0,0.0605999999999999,3,0
2,3,16972.0,0.0243999999999999,3,0
2,3,24454.0,0.0197999999999999,2,0
3,3,10202.0,0.1110999999999999,2,0
1,3,114.0,0.125,3,0
3,3,38392.0,0.0417,3,0
3,3,34545.0,0.0516999999999999,3,0
2,2,66957.0,0.0171,2,0
1,2,15638.0,0.04,2,0
2,2,22269.0,0.0487999999999999,1,0
1,2,555.0,0.0049,1,0
2,2,9013.0,0.08,2,0
2,2,148053.0,0.069,2,0
2,2,32343.0,0.0408,2,0
1,2,56569.0,0.0192,2,0
2,2,261.0,0.0068,1,0
2,2,12751.0,0.0909,2,0
2,2,36171.0,0.0556,2,0
1,2,16281.0,0.1110999999999999,2,0
2,2,965.0,0.0159,2,0
1,2,515.0,0.0625,2,0
1,2,21645.0,0.0243999999999999,2,0
1,2,5274.0,0.0475999999999999,2,0
1,2,3233.0,0.0667,2,0
2,2,71087.0,0.0155,2,0
2,2,129387.0,0.0215,2,0
2,2,76642.0,0.0667,2,0
1,2,48.0,0.0085,2,0
2,2,40456.0,0.0625,2,0
1,2,588.0,0.0833,2,0
2,2,122523.0,0.0172,2,0
2,2,26077.0,0.0769,2,0
1,1,190083.0,0.0196,1,0
1,1,8028.0,0.1,1,0
1,1,351.0,0.0159,1,0
1,1,20575.0,0.037,1,0
1,1,17215.0,0.0345,1,0
1,1,63906.0,0.0175,0,0
1,1,24618.0,0.0116,1,0
1,1,27662.0,0.2,1,0
1,1,16769.0,0.0064,1,0
1,1,5408.0,0.0175,1,0
1,1,7.0,0.037,1,0
1,1,59593.0,0.125,1,0
1,1,93625.0,0.02,1,0
1,1,4546.0,0.02,1,0
1,1,30537.0,0.0222,1,0
1,1,18889.0,0.0278,1,0
1,1,44599.0,0.0588,1,0
1,1,83911.0,0.0713999999999999,1,0
1,1,12476.0,0.0086,1,0
1,1,13342.0,0.0286,1,0
1,1,9514.0,0.0417,1,0
1,1,35679.0,0.0144999999999999,1,0
1,1,58569.0,0.0833,1,0
1,1,47213.0,0.0667,1,0
1,1,124.0,0.04,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
50,151,1161424.0,0.0416,141,2
124,137,14583639.0,0.0935999999999999,132,1
96,134,4457025.0,0.0666,127,1
108,128,1922533.0,0.0831,122,1
11,108,240632.0,0.0542,108,2
45,101,731073.0,0.1023,96,2
47,95,1996798.0,0.0911,88,2
19,77,134197.0,0.1267,76,2
12,77,617484.0,0.0538,69,2
27,73,110093.0,0.1256,73,2
26,72,581072.0,0.0798,71,2
41,69,734985.0,0.0865,67,2
62,69,2056544.0,0.0494,64,2
17,65,847141.0,0.0759,65,2
49,64,889489.0,0.0623,61,2
32,63,1372315.0,0.1107,63,2
24,56,270554.0,0.1236999999999999,56,2
34,51,1201431.0,0.0535,51,2
24,50,1046716.0,0.0399,50,2
17,49,579794.0,0.0353,49,2
39,49,319831.0,0.1866,45,2
31,49,1658649.0,0.0511,44,2
31,47,768173.0,0.0816,47,2
25,47,1909711.0,0.0406,46,2
32,43,1731707.0,0.0944,42,2
27,41,1304806.0,0.0888,37,2
21,41,584188.0,0.0498,41,2
15,40,4363.0,0.0475999999999999,40,2
33,39,1253786.0,0.0339,37,2
18,38,1045964.0,0.1417,38,2
9,37,286117.0,0.1607,33,2
22,36,959439.0,0.0791,33,2
25,35,589242.0,0.0462,35,2
32,35,1219055.0,0.0964,34,2
7,34,933401.0,0.0365,34,2
12,32,22582.0,0.0443,32,0
14,32,119643.0,0.1429,32,2
25,32,750686.0,0.1064,31,2
20,29,815111.0,0.0348,29,2
13,29,496995.0,0.0542,27,0
10,29,211759.0,0.0575,29,0
17,28,704408.0,0.0375,26,0
17,26,658006.0,0.0977,26,2
19,26,59925.0,0.0603,24,0
10,26,246067.0,0.0645,26,0
21,26,686748.0,0.0761,26,2
14,26,495629.0,0.0562,26,0
14,25,152499.0,0.1284,25,0
7,25,505753.0,0.0217,22,0
16,23,1321121.0,0.0708,23,2
20,23,443283.0,0.08,20,0
22,22,249435.0,0.1571,22,2
17,21,443617.0,0.0717,20,0
10,20,1272510.0,0.0352,19,0
19,20,539348.0,0.045,20,0
17,20,337514.0,0.0403,20,0
12,20,141506.0,0.1667,18,0
18,20,45482.0,0.2278,20,2
1,20,470723.0,0.0435,20,0
5,19,147654.0,0.0458999999999999,15,0
19,19,1045615.0,0.05,19,0
15,19,209199.0,0.0754,19,0
17,18,798807.0,0.043,18,0
17,18,78854.0,0.1441,18,0
15,18,214573.0,0.1144999999999999,16,0
13,17,611593.0,0.0458,16,0
4,17,217645.0,0.0278,17,0
14,17,151988.0,0.0993,17,0
13,16,187636.0,0.0389,16,0
7,15,68252.0,0.0686,13,0
6,15,179384.0,0.0541,15,0
12,15,110947.0,0.1667,15,0
14,15,283222.0,0.0778,14,0
4,15,20894.0,0.1905,15,0
5,13,34744.0,0.0781,13,0
11,13,9763.0,0.1089,13,0
10,13,241535.0,0.0735,10,0
7,13,212394.0,0.1556,13,0
4,13,55627.0,0.3636,9,0
7,13,357837.0,0.0886,13,0
9,12,1131167.0,0.0796,11,0
10,12,955215.0,0.0338,11,0
7,12,129128.0,0.1110999999999999,12,0
7,12,33256.0,0.0374,10,0
12,12,361924.0,0.0566,12,0
9,11,147976.0,0.0989,11,0
9,11,382826.0,0.0404,11,0
11,11,468167.0,0.0126,11,0
9,10,994753.0,0.0692,10,0
7,10,264709.0,0.0519,9,0
9,10,41352.0,0.1578999999999999,9,0
8,10,211711.0,0.1039,10,0
9,10,1144120.0,0.0833,8,0
7,10,261554.0,0.0417,7,0
8,10,314578.0,0.0672,10,0
6,10,66956.0,0.1538,8,0
4,10,92369.0,0.0392,10,0
8,10,102546.0,0.125,8,0
4,9,119375.0,0.0951999999999999,8,0
8,9,211975.0,0.0611,8,0
8,9,144235.0,0.0352,9,0
8,9,105509.0,0.025,9,0
9,9,50748.0,0.1084,9,0
7,9,79994.0,0.1,9,0
8,9,136717.0,0.0851,8,0
7,9,305903.0,0.1944,9,0
7,9,1038370.0,0.0219,7,0
8,9,57002.0,0.093,9,0
9,9,59774.0,0.1168999999999999,8,0
6,8,141613.0,0.0321,8,0
5,8,551417.0,0.0526,8,0
6,8,66954.0,0.1277,7,0
7,8,58775.0,0.0753,8,0
7,8,73546.0,0.1667,6,0
6,8,307412.0,0.0541,8,0
7,8,16113.0,0.2414,8,0
3,8,128346.0,0.0713999999999999,8,0
5,8,73673.0,0.1135999999999999,7,0
8,8,411782.0,0.0941,7,0
5,7,345095.0,0.0178,7,0
7,7,36971.0,0.0667,7,0
6,7,275534.0,0.0674,6,0
4,7,857573.0,0.0385,7,0
4,7,103323.0,0.093,7,0
6,7,247362.0,0.0667,6,0
6,7,403909.0,0.0469,5,0
5,7,33597.0,0.1724,7,0
6,7,65112.0,0.0513,9,0
6,7,265773.0,0.0335,6,0
6,6,69564.0,0.1277,6,0
2,6,21268.0,0.0102,6,0
4,6,54198.0,0.0571,7,0
4,6,152797.0,0.0494,5,0
6,6,13478.0,0.1071,6,0
5,6,85681.0,0.0329,6,0
6,6,46825.0,0.0833,6,0
5,6,976.0,0.0438999999999999,6,0
5,6,129654.0,0.0256,5,0
6,6,123616.0,0.0269,6,0
5,6,18745.0,0.1471,6,0
5,6,117819.0,0.0373,6,0
6,6,120484.0,0.0279,6,0
3,6,315167.0,0.0588,6,0
6,6,76478.0,0.0857,6,0
4,5,25431.0,0.0909,5,0
5,5,94426.0,0.0892999999999999,5,0
3,5,39051.0,0.1153999999999999,5,0
4,5,84485.0,0.0214,5,0
5,5,110939.0,0.1351,5,0
2,5,12298.0,0.0317,5,0
5,5,348378.0,0.0342,5,0
5,5,226009.0,0.2380999999999999,5,0
5,5,211669.0,0.0625,4,0
3,5,150351.0,0.0169,5,0
5,5,65387.0,0.122,5,0
4,5,66582.0,0.1739,5,0
4,4,28722.0,0.1143,4,0
4,4,52309.0,0.0465,4,0
3,4,6449.0,0.1110999999999999,4,0
2,4,209758.0,0.0227,4,0
1,4,93295.0,0.0356999999999999,2,0
1,4,8075.0,0.0263,4,0
3,4,242972.0,0.0275,4,0
3,4,165804.0,0.0968,4,0
4,4,142099.0,0.0625,3,0
3,4,103306.0,0.0265,4,0
4,4,161593.0,0.0121999999999999,4,0
4,4,57619.0,0.0645,4,0
1,3,14835.0,0.0313,3,0
3,3,1631.0,0.1304,3,0
3,3,2664.0,0.0275,3,0
3,3,12245.0,0.0713999999999999,3,0
3,3,15855.0,0.05,3,0
3,3,169988.0,0.0526,3,0
3,3,139914.0,0.0361,2,0
3,3,33384.0,0.0769,3,0
2,3,218.0,0.0356999999999999,3,0
2,3,76667.0,0.0317,3,0
2,2,5473.0,0.0286,2,0
2,2,51032.0,0.0127,2,0
2,2,61423.0,0.0605999999999999,2,0
2,2,636.0,0.0247,2,0
1,2,34914.0,0.0208,0,0
2,2,197798.0,0.0138,2,0
2,2,27766.0,0.0109,1,0
2,2,77618.0,0.0392,2,0
1,2,60622.0,0.0263,2,0
2,2,16774.0,0.069,2,0
2,2,44706.0,0.0196,2,0
2,2,43868.0,0.1538,2,0
1,2,15492.0,0.0256,2,0
2,2,22204.0,0.1110999999999999,2,0
2,2,20553.0,0.0152,1,0
2,2,24223.0,0.1818,2,0
1,1,100251.0,0.0118,1,0
1,1,83029.0,0.0455,1,0
1,1,49079.0,0.0161,1,0
1,1,19233.0,0.0161,1,0
1,1,115288.0,0.2,1,0
1,1,16172.0,0.037,1,0
1,1,6704.0,0.0175,1,0
1,1,10703.0,0.1667,1,0
1,1,895.0,0.0455,1,0
1,1,75399.0,0.027,0,0
1,1,5976.0,0.0222,1,0
1,1,1052.0,0.0237999999999999,1,0
1,1,76.0,0.0323,1,0
1,1,6877.0,1.0,1,2
1,1,62861.0,0.0204,1,0
1,1,23806.0,0.0222,1,0
1,1,1624.0,0.0141,1,0
1,1,38275.0,0.05,1,0
1,1,19397.0,0.0556,1,0
1,1,33568.0,0.1,1,0
1,1,675.0,0.0263,1,0
1,1,3328.0,0.0081,1,0
1,1,15332.0,0.0833,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
162,293,3515014.0,0.1123,278,1
86,277,5273671.0,0.1293,272,1
138,169,2619627.0,0.0669,167,1
8,114,660025.0,0.1,61,2
29,107,14833.0,0.1324,107,2
44,105,987781.0,0.0868,100,2
54,100,3853359.0,0.0530999999999999,83,1
37,91,709098.0,0.043,91,2
30,88,1152304.0,0.0674,78,2
66,85,2794998.0,0.0653,84,2
60,81,3480421.0,0.0992,78,2
67,80,8298271.0,0.076,77,1
41,78,1598830.0,0.0666,72,2
33,69,835077.0,0.0588999999999999,62,2
21,63,924245.0,0.0521,63,2
21,62,539283.0,0.0565,60,2
27,61,424366.0,0.0765,58,2
57,59,1820186.0,0.0471,58,2
20,57,586161.0,0.0722,57,2
26,54,625003.0,0.0749,53,2
48,53,1826348.0,0.0337,51,2
20,50,185205.0,0.2082999999999999,50,2
42,50,99803.0,0.0789,48,2
24,47,402321.0,0.0984,46,2
27,47,1368196.0,0.0843999999999999,46,2
6,47,86454.0,0.0293,47,2
44,45,1062194.0,0.0815,45,2
27,41,545365.0,0.0816,41,2
26,38,1143654.0,0.1354,37,2
26,38,1134013.0,0.064,35,2
28,38,1406857.0,0.0538999999999999,37,2
15,37,63821.0,0.1402,37,2
13,37,617714.0,0.0579999999999999,36,2
9,33,330476.0,0.0338,33,0
24,30,1815080.0,0.037,29,2
22,29,35766.0,0.0504999999999999,26,0
20,28,124667.0,0.1351,28,2
21,28,955072.0,0.0917,28,2
6,27,289497.0,0.0377,27,0
21,27,399166.0,0.0513,27,2
14,26,706854.0,0.1101999999999999,24,2
16,26,657227.0,0.0424,25,0
9,25,101378.0,0.1837,25,0
15,25,156916.0,0.1685,25,2
20,25,287063.0,0.1503999999999999,24,2
17,24,565413.0,0.063,24,0
13,24,51383.0,0.3171,22,2
14,24,219435.0,0.0819,23,0
13,24,155382.0,0.0742999999999999,24,0
13,23,1529693.0,0.0344,22,0
19,23,170377.0,0.1651999999999999,23,2
18,23,411221.0,0.0928,23,0
17,23,580131.0,0.0421,22,0
13,22,609138.0,0.0498,21,0
18,21,685659.0,0.1047,20,0
19,21,1469712.0,0.0848,20,2
18,20,230078.0,0.0366999999999999,20,0
13,20,125594.0,0.1857,19,0
13,20,120531.0,0.1368,20,0
12,20,207818.0,0.2105,20,0
18,19,508124.0,0.0554,18,0
13,19,14003.0,0.1687999999999999,16,0
7,19,360064.0,0.0241,19,0
14,18,757305.0,0.0399,16,0
9,18,501824.0,0.0529,18,0
14,18,339577.0,0.0391,17,0
9,18,255266.0,0.1364,18,0
11,17,311825.0,0.0791,15,0
12,17,99629.0,0.1176,12,0
13,17,673923.0,0.0596,15,0
13,17,741614.0,0.0492,17,0
5,17,392287.0,0.0258,17,0
13,16,4387.0,0.0807,15,0
8,16,918649.0,0.0449,15,0
15,16,824797.0,0.038,16,0
12,16,411962.0,0.0403,14,0
7,15,241933.0,0.0208,15,0
12,15,369661.0,0.0210999999999999,13,0
7,14,76411.0,0.3043,14,0
9,14,359698.0,0.0423,14,0
5,14,742991.0,0.0481,14,0
8,14,113779.0,0.1702,12,0
4,13,98577.0,0.019,13,0
3,13,9708.0,0.25,13,0
8,13,358855.0,0.0432,13,0
11,13,152705.0,0.0713999999999999,13,0
9,13,126203.0,0.1110999999999999,12,0
11,12,1337490.0,0.0815,10,0
9,12,160955.0,0.1233,12,0
10,12,202201.0,0.0431,12,0
3,12,96988.0,0.0576999999999999,12,0
10,11,389909.0,0.0361,11,0
11,11,66618.0,0.1067999999999999,11,0
11,11,21861.0,0.0493,11,0
11,11,346002.0,0.0513999999999999,11,0
9,11,133168.0,0.1011,11,0
4,10,54486.0,0.0562999999999999,10,0
6,10,194355.0,0.12,10,0
5,10,23587.0,0.0542999999999999,10,0
9,10,114821.0,0.0533,10,0
7,10,451332.0,0.1,10,0
8,10,789199.0,0.0281,9,0
9,10,228215.0,0.25,9,0
9,10,161652.0,0.0874,10,0
9,10,21787.0,0.1837,10,0
7,10,60557.0,0.0654,9,0
7,10,144381.0,0.0252,10,0
8,10,104944.0,0.1481,10,0
7,9,154356.0,0.0289,9,0
5,8,23875.0,0.0595,5,0
7,8,244806.0,0.0630999999999999,8,0
7,8,192304.0,0.0458,7,0
7,8,333564.0,0.0245,8,0
5,7,62164.0,0.2941,7,0
6,7,56045.0,0.0938,7,0
5,7,74314.0,0.1,7,0
7,7,6452.0,0.1842,7,0
7,7,122972.0,0.047,7,0
7,7,141278.0,0.0354,7,0
4,7,157141.0,0.0579999999999999,7,0
6,7,41545.0,0.1153999999999999,7,0
4,7,112118.0,0.093,7,0
4,7,537315.0,0.2353,6,0
7,7,242568.0,0.0265,7,0
3,6,81405.0,0.0625,4,0
6,6,123062.0,0.0923,6,0
5,6,19041.0,0.0833,6,0
4,6,95755.0,0.1052999999999999,6,0
6,6,80918.0,0.0882,6,0
4,6,119546.0,0.0227,6,0
4,6,32298.0,0.0816,6,0
5,6,17797.0,0.1613,5,0
2,6,119223.0,0.0144,6,0
4,6,169788.0,0.0533,6,0
6,6,141695.0,0.0822,6,0
6,6,234261.0,0.0208,6,0
4,5,182992.0,0.0408,5,0
4,5,410842.0,0.0317,4,0
4,5,44962.0,0.0256,5,0
5,5,124793.0,0.0658,5,0
2,5,46561.0,0.0385,5,0
4,5,173719.0,0.0209,5,0
3,5,8473.0,0.12,5,0
4,5,56382.0,0.0513,4,0
4,5,35645.0,0.08,5,0
5,5,129396.0,0.0239,5,0
4,4,111625.0,0.0385,4,0
4,4,102151.0,0.0678,4,0
2,4,40265.0,0.027,4,0
4,4,212297.0,0.0381,4,0
3,4,204632.0,0.04,4,0
2,4,65085.0,0.0769,4,0
3,4,14435.0,0.0469,4,0
2,4,6563.0,0.125,4,0
4,4,35442.0,0.0465,4,0
3,4,164496.0,0.0196,4,0
4,4,209974.0,0.0412,4,0
2,4,30112.0,0.0377,4,0
3,4,62412.0,0.0713999999999999,4,0
4,4,37698.0,0.0233,4,0
4,4,35346.0,0.125,4,0
3,4,69645.0,0.1304,4,0
3,4,107994.0,0.0217,4,0
4,4,65838.0,0.0533,4,0
3,4,44757.0,0.075,4,0
3,4,14435.0,0.0178,4,0
2,3,20741.0,0.0588,2,0
3,3,56598.0,0.04,3,0
3,3,351.0,0.0273,3,0
1,3,3376.0,0.0182,3,0
3,3,60096.0,0.0769,3,0
2,3,199507.0,0.0148,2,0
2,3,12888.0,0.0313,3,0
1,2,87297.0,0.0083,2,0
2,2,73069.0,0.0185,2,0
1,2,6778.0,0.0144999999999999,2,0
2,2,172409.0,0.0256,2,0
2,2,36749.0,0.0465,2,0
1,2,634.0,0.0062,2,0
2,2,65415.0,0.0299,2,0
2,2,10463.0,0.0833,2,0
2,2,12313.0,0.0196,2,0
1,2,32067.0,0.0227,2,0
2,2,14443.0,0.08,2,0
1,2,16.0,0.013,2,0
2,2,65459.0,0.0645,2,0
2,2,215.0,0.026,2,0
2,2,8469.0,0.25,2,0
2,2,93634.0,0.0408,2,0
