Total Pembeli (Pesanan Dibuat),Produk (Pesanan Dibuat),Total Penjualan (Pesanan Dibuat) (IDR),Tingkat Konversi (Pesanan yang Dibuat),Produk (Pesanan Siap Dikirim),Cluster
2,2,18677.0,0.0163,2,0
2,2,15171.0,0.0192,2,0
1,2,99175.0,0.0103,2,0
2,2,129399.0,0.0064,2,0
2,2,33634.0,0.0075,2,0
1,2,116252.0,0.0185,2,0
1,2,222467.0,0.0161,2,0
1,2,10396.0,0.0204,2,0
2,2,64622.0,0.0157,2,0
2,2,2357.0,0.1110999999999999,2,0
2,2,2729.0,0.0174,2,0
1,1,4727.0,0.0323,1,0
1,1,39.0,0.0417,0,0
1,1,5544.0,0.0909,1,0
1,1,7957.0,0.0323,1,0
1,1,29132.0,0.0435,1,0
1,1,47.0,0.0192,1,0
1,1,27733.0,0.0588,1,0
1,1,12561.0,0.0073,1,0
1,1,31354.0,0.0152,1,0
1,1,1323.0,0.0139,1,0
1,1,131243.0,0.0526,1,0
1,1,18407.0,0.0333,1,0
1,1,22553.0,0.0196,1,0
1,1,30102.0,0.0115,1,0
1,1,43197.0,0.0072,1,0
1,1,27.0,0.05,1,0
1,1,23515.0,0.0435,1,0
1,1,3766.0,0.1667,1,0
1,1,1591.0,0.0667,1,0
1,1,44804.0,1.0,1,2
1,1,17262.0,0.0345,1,0
1,1,2617.0,0.0135,1,0
1,1,10916.0,0.027,1,0
1,1,29167.0,0.3333,1,0
1,1,57365.0,0.0185,1,0
1,1,60176.0,0.0098999999999999,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
153,187,2840230.0,0.0922,179,1
105,160,4572845.0,0.1898999999999999,154,1
90,159,1812350.0,0.1213,154,1
85,144,3487509.0,0.138,140,1
53,127,1461834.0,0.0764,124,2
77,122,3954881.0,0.0674,110,1
53,114,2300831.0,0.0554,108,2
83,108,4859537.0,0.0891,105,1
81,99,9368917.0,0.0902999999999999,94,1
41,99,683178.0,0.1188,95,2
27,94,134833.0,0.1698,91,2
37,85,2675460.0,0.0784,79,2
28,83,145289.0,0.2617,81,2
42,81,322117.0,0.236,78,2
36,77,647007.0,0.0445,69,2
63,73,2142800.0,0.0506,69,2
33,69,890012.0,0.0828999999999999,68,2
35,63,1192467.0,0.1675,60,2
23,61,1837747.0,0.162,57,2
51,58,1339438.0,0.0698,56,2
31,55,1466204.0,0.1174,54,2
44,55,1107330.0,0.08,54,2
31,51,992437.0,0.0552,48,2
22,49,450199.0,0.0741,49,2
30,48,734771.0,0.0649,48,2
18,47,40556.0,0.0487999999999999,47,2
32,45,288626.0,0.1583999999999999,41,2
38,44,1144757.0,0.1134,44,2
21,43,77098.0,0.0654,43,2
18,41,591456.0,0.0588,41,2
24,41,225786.0,0.1153999999999999,31,2
19,41,15656.0,0.1681,41,2
37,40,2290152.0,0.0334,36,2
36,39,1286987.0,0.0441999999999999,37,2
7,38,96781.0,0.0393,38,0
15,38,303046.0,0.0704,38,2
22,37,988524.0,0.0643,26,2
21,35,255604.0,0.1591,35,2
16,34,601632.0,0.0447,29,2
20,33,919914.0,0.0669,31,2
10,28,671037.0,0.0322,27,0
21,28,1070199.0,0.0393,28,2
22,28,407657.0,0.0541,24,2
19,26,297195.0,0.0433,23,0
20,26,34809.0,0.16,26,2
18,25,397002.0,0.1593,25,2
8,23,103811.0,0.0964,23,0
15,23,344824.0,0.0435,21,0
14,23,622874.0,0.049,19,0
14,23,150455.0,0.14,23,0
16,23,4802.0,0.2807,20,2
9,22,270984.0,0.0398,19,0
14,22,129818.0,0.1667,20,0
20,22,1562411.0,0.0847,22,2
12,22,367616.0,0.0256999999999999,22,0
16,21,577799.0,0.0833,17,0
15,20,436179.0,0.0403,20,0
9,19,132796.0,0.0356999999999999,19,0
14,19,153177.0,0.2332999999999999,19,2
6,19,121318.0,0.0984,19,0
17,19,200019.0,0.0769,19,0
13,17,328779.0,0.0798,16,0
9,17,1323.0,0.125,16,0
10,17,35369.0,0.3448,13,2
14,17,527349.0,0.0843,17,0
10,17,173957.0,0.1389,16,0
5,16,389093.0,0.0684999999999999,10,0
10,15,385837.0,0.0917,12,0
11,15,27495.0,0.0472,15,0
13,15,58032.0,0.2364,15,0
12,15,481006.0,0.0984,14,0
9,14,142341.0,0.1429,14,0
12,14,149572.0,0.1101,13,0
10,14,707016.0,0.0362,13,0
13,13,376637.0,0.0464,13,0
12,13,186878.0,0.1026,12,0
11,12,290821.0,0.0821,9,0
9,12,321951.0,0.0508,12,0
11,12,262533.0,0.0533999999999999,10,0
12,12,42005.0,0.0755,12,0
11,12,244516.0,0.0489,12,0
11,11,60551.0,0.1196,11,0
11,11,113004.0,0.1429,11,0
9,11,387441.0,0.0464,10,0
9,11,102972.0,0.1698,11,0
6,11,5192.0,0.1176,11,0
7,11,17854.0,0.2414,11,0
10,11,1002896.0,0.0935,10,0
9,11,127286.0,0.0776,11,0
6,11,8411.0,0.0324,11,0
7,11,196197.0,0.0306999999999999,11,0
10,11,480719.0,0.0341,10,0
6,10,287876.0,0.0882,10,0
9,10,228496.0,0.032,9,0
7,10,112953.0,0.0401999999999999,10,0
8,10,710061.0,0.051,10,0
7,10,322315.0,0.0713999999999999,9,0
10,10,77973.0,0.1449,10,0
9,10,310756.0,0.0891,9,0
9,10,121725.0,0.0324,9,0
7,9,333341.0,0.0921,9,0
6,9,48737.0,0.1578999999999999,8,0
9,9,119118.0,0.0647,9,0
9,9,4767.0,0.225,9,0
3,9,110634.0,0.0279999999999999,9,0
7,9,115091.0,0.1094,9,0
7,9,220442.0,0.0461,9,0
7,9,170953.0,0.0559999999999999,9,0
7,9,61235.0,0.1795,9,0
4,9,158084.0,0.1176,7,0
9,9,96491.0,0.1636,9,0
7,8,167431.0,0.0745,7,0
6,8,47981.0,0.0909,8,0
5,8,85184.0,0.0658,8,0
7,8,159741.0,0.0461,8,0
8,8,133887.0,0.0833,8,0
3,8,94541.0,0.0231,8,0
6,8,96371.0,0.0682,8,0
6,8,147589.0,0.0274,8,0
8,8,283477.0,0.046,8,0
4,8,212459.0,0.0404,8,0
6,7,78678.0,0.1132,7,0
7,7,296148.0,0.026,7,0
5,7,67757.0,0.0202,7,0
7,7,202295.0,0.068,7,0
6,7,406155.0,0.0508,7,0
4,7,65983.0,0.0635,7,0
7,7,250513.0,0.0383,6,0
5,7,37651.0,0.1316,5,0
7,7,81394.0,0.0897,7,0
6,6,645433.0,0.0496,6,0
5,6,151726.0,0.0562,5,0
4,6,37402.0,0.129,6,0
6,6,52858.0,0.1714,6,0
5,6,249867.0,0.0806,5,0
2,6,4425.0,0.0192,6,0
4,6,133273.0,0.0471,6,0
6,6,133036.0,0.1110999999999999,6,0
4,6,142182.0,0.036,6,0
4,6,19102.0,0.1,6,0
6,6,380546.0,0.0167,6,0
5,6,199385.0,0.0213,6,0
4,6,154882.0,0.0615,4,0
5,6,261924.0,0.0617,4,0
5,6,200966.0,0.0336,5,0
3,5,16655.0,0.0417,3,0
5,5,246362.0,0.0694,5,0
4,5,94473.0,0.0348,5,0
3,5,54207.0,0.027,5,0
4,5,236143.0,0.0364,5,0
4,5,25704.0,0.0579999999999999,5,0
3,5,136.0,0.0667,5,0
2,5,816.0,0.0323,5,0
4,5,33105.0,0.0741,5,0
3,5,57177.0,0.0423,5,0
5,5,49902.0,0.0833,5,0
5,5,43867.0,0.0926,5,0
3,5,7833.0,0.1110999999999999,5,0
5,5,71127.0,0.0458999999999999,5,0
2,4,240567.0,0.0217,4,0
3,4,32363.0,0.1364,4,0
3,4,211256.0,0.0123,4,0
4,4,5803.0,0.1081,4,0
4,4,53429.0,0.1081,4,0
3,4,33123.0,0.0361,3,0
3,4,28913.0,0.15,2,0
3,4,1002.0,0.0353,4,0
4,4,42549.0,0.0635,4,0
2,4,15662.0,0.023,3,0
3,4,251576.0,0.0361,4,0
4,4,85607.0,0.0200999999999999,4,0
2,4,77414.0,0.0079,4,0
3,4,49028.0,0.039,3,0
4,4,110892.0,0.0325,4,0
2,3,5596.0,0.0339,3,0
3,3,116289.0,0.0229,3,0
3,3,114826.0,0.037,3,0
3,3,53084.0,0.0353,3,0
3,3,1505.0,0.0492,3,0
3,3,35916.0,0.0810999999999999,3,0
3,3,213842.0,0.0536,3,0
2,3,284494.0,0.0266999999999999,2,0
2,3,73491.0,0.0317,3,0
2,3,57514.0,0.0282,3,0
2,2,123065.0,0.0323,2,0
2,2,9392.0,0.1176,2,0
2,2,683161.0,0.0282,1,0
2,2,15133.0,0.0513,2,0
2,2,90248.0,0.1667,2,0
1,2,194342.0,0.0075,2,0
2,2,108325.0,0.0225,2,0
2,2,110427.0,0.0156,2,0
2,2,41255.0,0.0465,1,0
2,2,53835.0,0.0605999999999999,2,0
1,2,136.0,0.0111,2,0
2,2,128.0,0.0475999999999999,2,0
2,2,15158.0,0.0235,2,0
2,2,33975.0,0.01,2,0
2,2,162249.0,0.0118,1,0
2,2,32664.0,0.0172,2,0
2,2,65475.0,0.0111,2,0
1,1,135405.0,1.0,1,2
1,1,115341.0,0.0163999999999999,1,0
1,1,104292.0,0.0139,1,0
1,1,101995.0,0.0054,0,0
1,1,8753.0,0.0064,1,0
1,1,39484.0,0.1110999999999999,1,0
1,1,26348.0,0.0526,1,0
1,1,26.0,0.0192,1,0
1,1,442.0,0.0222,1,0
1,1,76621.0,0.0263,1,0
1,1,12924.0,0.0077,1,0
1,1,39237.0,0.02,1,0
1,1,10641.0,0.0294,1,0
1,1,195.0,0.1,1,0
1,1,10498.0,0.1110999999999999,1,0
1,1,22926.0,0.05,1,0
1,1,18247.0,0.05,1,0
1,1,65726.0,0.0345,1,0
1,1,1774.0,0.0192,1,0
1,1,26107.0,0.0127,1,0
1,1,46036.0,0.0167,1,0
1,1,44423.0,0.05,1,0
1,1,30375.0,0.05,1,0
1,1,5545.0,0.0169,1,0
1,1,33213.0,0.0118,1,0
1,1,58904.0,0.0121999999999999,1,0
1,1,22403.0,0.0435,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
180,284,4196223.0,0.1215,271,1
166,210,3208254.0,0.1064,197,1
100,154,4485428.0,0.1859,140,1
46,139,1934551.0,0.0648,131,2
115,129,11622144.0,0.087,122,1
90,126,4115339.0,0.0733999999999999,118,1
70,117,1263372.0,0.1235,112,2
10,111,121108.0,0.1351,56,2
77,106,2568799.0,0.1332,104,1
49,103,2155622.0,0.0484,99,2
73,100,2902935.0,0.1737999999999999,95,1
55,88,1427834.0,0.0648,84,2
27,86,701294.0,0.0938,83,2
37,84,1660879.0,0.1134999999999999,75,2
29,82,139027.0,0.1202999999999999,81,2
65,80,3582292.0,0.0639,74,1
40,71,2505395.0,0.0581,67,2
27,67,1069391.0,0.0592,62,2
36,65,1628763.0,0.1196,60,2
19,63,397902.0,0.0717,56,2
16,58,217936.0,0.1818,47,2
10,57,147454.0,0.0741,56,2
24,56,460479.0,0.0316,56,2
17,55,119044.0,0.2,44,2
19,54,1508058.0,0.1338,47,2
44,52,1790791.0,0.0462,50,2
27,52,325632.0,0.1421,51,2
23,52,870855.0,0.0659,51,2
45,51,1476236.0,0.0558,47,2
36,50,675557.0,0.0655999999999999,48,2
35,46,208117.0,0.2173999999999999,44,2
30,38,1268775.0,0.086,36,2
16,38,1142849.0,0.0571,32,2
33,37,910847.0,0.0809,35,2
23,36,210171.0,0.2706,36,2
23,34,59759.0,0.0437,34,2
19,33,205936.0,0.1638,27,2
16,32,163289.0,0.0828999999999999,25,0
21,32,884904.0,0.0917,28,2
18,32,912935.0,0.0571,31,2
11,29,136533.0,0.1294,27,0
25,29,425808.0,0.0919,29,2
24,29,927955.0,0.1148,26,2
13,29,314682.0,0.0483,29,0
5,29,88815.0,0.0365,29,0
23,27,789529.0,0.0602,27,2
17,27,200304.0,0.1518,25,2
21,27,315941.0,0.105,26,2
17,27,549463.0,0.0323,27,0
18,26,52529.0,0.2813,23,2
14,26,852385.0,0.0287,26,0
4,25,63278.0,0.1211999999999999,25,0
15,24,138901.0,0.1828999999999999,24,2
7,23,187543.0,0.0753,19,0
15,23,392512.0,0.0593,19,0
15,23,581206.0,0.0403,20,0
6,23,21318.0,0.0397,23,0
22,22,1313651.0,0.0278,22,2
14,22,442317.0,0.0417,19,0
14,21,383514.0,0.0761,21,0
18,21,69448.0,0.047,20,0
16,20,395296.0,0.042,18,0
11,19,248979.0,0.0509,16,0
14,19,204322.0,0.1667,19,0
8,17,168498.0,0.1026,16,0
10,17,513134.0,0.0758,15,0
13,16,638689.0,0.0855,16,0
10,16,132983.0,0.1586999999999999,16,0
11,16,250939.0,0.0414,14,0
13,16,1228473.0,0.0839,14,0
14,15,89664.0,0.1667,14,0
14,15,809722.0,0.0345,15,0
12,15,602991.0,0.0436,14,0
14,14,16476.0,0.0388,14,0
13,14,20711.0,0.1226,14,0
8,14,359588.0,0.0343,10,0
12,14,309242.0,0.0414,14,0
11,14,31133.0,0.2973,13,0
11,14,162779.0,0.0909,13,0
5,14,637366.0,0.1667,12,0
8,14,118478.0,0.0369,14,0
6,14,171869.0,0.0377,14,0
10,13,43367.0,0.0599,12,0
4,13,158117.0,0.0381,13,0
9,13,93049.0,0.1324,10,0
5,13,81883.0,0.0781,13,0
6,13,141409.0,0.1052999999999999,13,0
10,12,63044.0,0.1009999999999999,10,0
11,12,282385.0,0.0748,12,0
7,12,344944.0,0.0593,12,0
5,12,68124.0,0.0892999999999999,5,0
8,11,446434.0,0.036,9,0
9,11,97383.0,0.25,11,0
8,11,50837.0,0.1096,10,0
10,11,265531.0,0.0474,10,0
7,11,88315.0,0.1892,11,0
8,11,655246.0,0.0482,11,0
3,11,67193.0,0.0469,11,0
10,11,255094.0,0.0559,10,0
10,11,150829.0,0.1149,11,0
10,11,208682.0,0.036,11,0
11,11,233979.0,0.0379,11,0
6,10,108312.0,0.12,10,0
10,10,485355.0,0.0467,10,0
10,10,462419.0,0.0971,10,0
7,10,998634.0,0.0713999999999999,10,0
9,10,307136.0,0.0341,10,0
6,10,14939.0,0.0183,10,0
7,10,97492.0,0.1591,9,0
9,10,569479.0,0.0474,10,0
7,9,122932.0,0.0853999999999999,9,0
9,9,104882.0,0.0458999999999999,9,0
9,9,209572.0,0.1730999999999999,9,0
5,9,171537.0,0.0794,8,0
8,8,812668.0,0.0878999999999999,7,0
6,8,861.0,0.0713999999999999,8,0
6,8,229274.0,0.0561,7,0
8,8,107808.0,0.1356,8,0
4,8,330736.0,0.0713999999999999,8,0
6,8,400511.0,0.0713999999999999,7,0
8,8,156585.0,0.08,8,0
6,8,259243.0,0.037,8,0
7,8,150859.0,0.0435,7,0
6,8,50565.0,0.0923,8,0
7,8,93315.0,0.0443,8,0
4,8,8505.0,0.0226,8,0
2,7,24451.0,0.0225,7,0
7,7,258508.0,0.0483,7,0
4,7,22228.0,0.0377,7,0
4,7,62082.0,0.0727,7,0
6,7,126943.0,0.0264,7,0
7,7,183864.0,0.0753,7,0
6,7,5836.0,0.0652,6,0
6,7,160335.0,0.0723,7,0
6,7,171919.0,0.0625,7,0
5,7,79502.0,0.0526,7,0
4,7,137069.0,0.0336,7,0
3,7,11455.0,0.075,7,0
6,7,220034.0,0.0359,6,0
7,7,73591.0,0.1061,7,0
6,6,31538.0,0.1277,6,0
5,6,78662.0,0.0694,6,0
3,6,60098.0,0.0297,6,0
5,6,114945.0,0.0262,6,0
5,6,455016.0,0.05,6,0
3,6,7328.0,0.0588,6,0
3,6,139973.0,0.0492,5,0
5,6,140936.0,0.0183,6,0
5,6,202706.0,0.0226,6,0
3,5,83324.0,0.0172,5,0
4,5,138314.0,0.0471,4,0
4,5,207844.0,0.2105,5,0
5,5,9761.0,0.0649,5,0
5,5,447379.0,0.0463,5,0
5,5,116607.0,0.1923,5,0
4,5,53722.0,0.0562999999999999,4,0
2,5,9631.0,0.0951999999999999,5,0
4,5,142978.0,0.0475999999999999,5,0
2,5,6307.0,0.1538,3,0
5,5,33689.0,0.0446,5,0
5,5,93816.0,0.0278,5,0
3,5,329873.0,0.0385,5,0
5,5,143244.0,0.0397,5,0
4,5,57101.0,0.0308,5,0
4,5,172727.0,0.0266999999999999,5,0
4,4,31662.0,0.1052999999999999,4,0
2,4,126224.0,0.0235,2,0
3,4,37862.0,0.0341,4,0
3,4,129907.0,0.0341,4,0
4,4,135917.0,0.0248,4,0
4,4,508716.0,0.069,4,0
4,4,652.0,0.0727,4,0
4,4,68628.0,0.1026,4,0
4,4,110625.0,0.0444,4,0
2,4,67698.0,0.0235,4,0
4,4,178955.0,0.026,4,0
4,4,537489.0,0.0220999999999999,3,0
3,4,154191.0,0.0286,4,0
3,4,269929.0,0.0306,3,0
3,3,102112.0,0.0492,3,0
2,3,140677.0,0.0377,3,0
2,3,193.0,0.0112,3,0
3,3,78548.0,0.0385,3,0
3,3,11466.0,0.0833,3,0
3,3,6667.0,0.0938,3,0
1,3,4695.0,0.25,3,0
3,3,21812.0,0.2727,3,0
2,3,158457.0,0.0148,3,0
3,3,16741.0,0.12,3,0
2,3,12731.0,0.25,2,0
1,3,3339.0,0.0156,3,0
2,3,11452.0,0.0243999999999999,3,0
3,3,26893.0,0.0625,3,0
3,3,137884.0,0.0588,3,0
3,3,124166.0,0.0588,3,0
3,3,12866.0,0.0667,3,0
3,3,3622.0,0.1304,3,0
3,3,46825.0,0.0233,3,0
1,2,373.0,0.0182,2,0
2,2,42028.0,0.0084,2,0
2,2,38413.0,0.0487999999999999,2,0
2,2,130855.0,0.0426,2,0
2,2,10932.0,0.0713999999999999,2,0
1,2,19266.0,0.0417,2,0
2,2,217928.0,0.0133,2,0
2,2,13752.0,0.0256,2,0
1,2,33391.0,0.0074,2,0
2,2,72542.0,0.0235,2,0
2,2,74189.0,0.0356999999999999,2,0
2,2,50454.0,0.0444,2,0
2,2,872.0,0.1,2,0
2,2,7376.0,0.0274,2,0
1,2,43748.0,0.0189,2,0
2,2,36872.0,0.0645,2,0
2,2,46024.0,0.0161,2,0
1,2,98867.0,0.0115,2,0
2,2,118904.0,0.0165,2,0
1,2,40764.0,0.037,2,0
2,2,90076.0,0.027,2,0
2,2,17541.0,0.04,2,0
1,2,37958.0,0.0051,2,0
1,2,119571.0,0.0227,2,0
2,2,26691.0,0.0317,2,0
1,1,8267.0,0.05,1,0
1,1,359266.0,0.0179,1,0
1,1,36386.0,0.0313,1,0
1,1,19678.0,0.05,1,0
1,1,24337.0,0.0109,1,0
1,1,30305.0,1.0,1,2
1,1,78685.0,0.037,1,0
1,1,56536.0,0.0043,1,0
1,1,4658.0,0.0263,1,0
1,1,35909.0,0.0455,1,0
1,1,10191.0,0.05,1,0
1,1,322.0,0.0217,1,0
1,1,5196.0,0.0208,1,0
1,1,60531.0,0.0455,1,0
1,1,26347.0,0.0333,1,0
1,1,21036.0,0.0435,1,0
1,1,92642.0,0.0109,1,0
1,1,1294.0,0.05,1,0
1,1,58304.0,0.025,1,0
1,1,52437.0,0.04,1,0
1,1,5118.0,0.0323,1,0
1,1,64174.0,0.0588,1,0
1,1,265.0,0.0302999999999999,1,0
1,1,32511.0,0.0313,0,0
1,1,8784.0,0.1667,1,0
1,1,5092.0,0.0127,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
