Total Pembeli (Pesanan Dibuat),Produk (Pesanan Dibuat),Total Penjualan (Pesanan Dibuat) (IDR),Tingkat Konversi (Pesanan yang Dibuat),Produk (Pesanan Siap Dikirim),Cluster
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
158,281,3959508.0,0.0978,250,1
129,151,3856463.0,0.0699,142,1
120,134,12398125.0,0.071,126,1
86,130,2733876.0,0.1075,129,1
46,128,930042.0,0.0516999999999999,119,2
81,127,4436826.0,0.0608999999999999,109,1
72,114,3173457.0,0.1341,107,1
42,110,1516155.0,0.0576999999999999,106,2
79,102,1655205.0,0.0847,95,2
35,101,172825.0,0.1429,95,2
21,95,3203460.0,0.0394,89,2
47,86,2873839.0,0.0569,81,2
59,78,910664.0,0.1294,68,2
61,75,4290460.0,0.0291,63,1
26,72,2041769.0,0.1769,70,2
34,72,1362949.0,0.1043,61,2
25,70,436899.0,0.2525,64,2
22,69,56778.0,0.0742999999999999,68,2
24,68,253567.0,0.1846,66,2
24,67,1154958.0,0.0602,62,2
44,66,1131104.0,0.0586,62,2
36,64,1294427.0,0.0407,58,2
24,64,216039.0,0.0842,53,2
28,57,454595.0,0.0986,52,2
7,56,80156.0,0.0713999999999999,56,2
38,56,1708054.0,0.1301,51,2
23,53,281311.0,0.1178999999999999,45,2
13,52,169569.0,0.1625,51,2
33,49,1178753.0,0.1264,47,2
33,49,1739797.0,0.0481,45,2
34,42,563092.0,0.0648,40,2
37,39,863708.0,0.0665,37,2
33,39,980508.0,0.0482,37,2
14,38,4163.0,0.0843,38,2
29,36,179277.0,0.1871,35,2
25,36,1716837.0,0.0469,36,2
22,34,232884.0,0.1896999999999999,30,2
15,34,1169472.0,0.0388,32,2
24,33,540577.0,0.0742999999999999,28,2
23,31,881919.0,0.0969999999999999,30,2
29,30,1053559.0,0.038,30,2
18,30,1054232.0,0.0429,28,2
29,29,2002572.0,0.0433,28,2
13,28,147307.0,0.2,27,2
22,28,1005153.0,0.0567999999999999,26,2
16,28,769797.0,0.0554,28,2
15,26,153741.0,0.1578999999999999,22,2
15,25,988566.0,0.0815,24,2
22,25,383935.0,0.0611,25,0
17,24,187623.0,0.1393,19,0
15,24,583108.0,0.0368,24,0
17,24,567501.0,0.0259,23,0
20,23,118327.0,0.0984999999999999,23,0
19,23,1173399.0,0.1131,19,2
11,22,164425.0,0.1158,22,0
9,21,97543.0,0.1047,19,0
14,21,354404.0,0.0246,21,0
14,21,37203.0,0.0383,21,0
15,21,359142.0,0.0526,20,0
16,21,24196.0,0.1159,19,0
17,21,1573860.0,0.0872,19,2
12,19,39017.0,0.2182,19,0
17,19,58383.0,0.0711,19,0
13,18,54794.0,0.0703,17,0
9,18,217993.0,0.1098,13,0
14,18,554003.0,0.0541,18,0
9,18,414962.0,0.0818,18,0
15,17,668538.0,0.0399,15,0
15,17,595206.0,0.0452,17,0
13,17,229592.0,0.0726,17,0
10,16,1001081.0,0.0535,16,0
12,16,438492.0,0.0455999999999999,16,0
7,16,94364.0,0.1167,15,0
13,16,381198.0,0.0315,15,0
13,15,927626.0,0.0667,13,0
9,15,22097.0,0.0232,13,0
14,15,328153.0,0.0588,13,0
12,15,4509.0,0.0516999999999999,11,0
11,15,240097.0,0.047,15,0
9,15,410915.0,0.0103,13,0
11,14,519805.0,0.0453,11,0
14,14,368653.0,0.0346,13,0
12,14,252593.0,0.0444,14,0
12,14,148625.0,0.1644,13,0
10,13,35643.0,0.0658,13,0
11,13,616871.0,0.0344,13,0
11,13,192033.0,0.1169999999999999,10,0
4,13,129188.0,0.0235,13,0
11,12,72336.0,0.1235999999999999,12,0
12,12,140984.0,0.0603,11,0
10,12,418389.0,0.0556,12,0
5,12,80645.0,0.1724,7,0
5,12,23983.0,0.125,12,0
10,12,237613.0,0.0475999999999999,12,0
11,11,1221122.0,0.0733,10,0
10,11,154148.0,0.0633,11,0
9,11,281314.0,0.0672,11,0
7,11,141242.0,0.1346,11,0
8,11,14038.0,0.0291,10,0
10,11,353486.0,0.0819999999999999,9,0
8,11,239548.0,0.0197,10,0
8,10,177468.0,0.0496999999999999,10,0
9,10,24901.0,0.0302,8,0
9,10,392546.0,0.038,9,0
9,10,241304.0,0.0769,9,0
10,10,57105.0,0.1471,10,0
9,10,270907.0,0.0361,9,0
9,10,248365.0,0.1153999999999999,9,0
9,10,278323.0,0.0506,10,0
9,10,17342.0,0.1268,9,0
6,10,126888.0,0.0487999999999999,7,0
7,10,216515.0,0.1014,8,0
5,9,6488.0,0.0223,5,0
9,9,98992.0,0.0928,9,0
8,9,90192.0,0.1778,9,0
5,9,88532.0,0.0275,9,0
5,9,48704.0,0.1135999999999999,9,0
5,9,244097.0,0.0567999999999999,8,0
8,9,64823.0,0.0784,9,0
8,9,354888.0,0.1176,8,0
5,9,107043.0,0.035,9,0
8,8,4224.0,0.1632999999999999,7,0
7,8,258498.0,0.0538,8,0
6,8,153697.0,0.0882,5,0
6,8,224712.0,0.0789,8,0
4,8,73783.0,0.0331,8,0
1,8,13028.0,0.0123,8,0
5,8,91193.0,0.119,8,0
5,7,150099.0,0.0333,7,0
4,7,634408.0,0.0404,5,0
6,7,213013.0,0.04,7,0
6,7,157612.0,0.0187999999999999,6,0
4,7,18055.0,0.1052999999999999,7,0
6,7,137933.0,0.1091,4,0
7,7,234006.0,0.1061,7,0
4,7,59811.0,0.0305,7,0
2,7,142084.0,0.0106,7,0
5,6,53113.0,0.061,5,0
5,6,80369.0,0.0684999999999999,5,0
3,6,47107.0,0.0625,4,0
5,6,132067.0,0.0435,6,0
6,6,104998.0,0.0698,6,0
6,6,33326.0,0.0909,5,0
6,6,43304.0,0.0713999999999999,5,0
5,6,33957.0,0.0892999999999999,6,0
4,6,121895.0,0.0331,3,0
5,6,2485.0,0.0199,5,0
5,6,64032.0,0.1316,5,0
3,6,9715.0,0.0536,6,0
5,5,132826.0,0.0617,3,0
4,5,57028.0,0.0678,5,0
5,5,230583.0,0.0495,3,0
5,5,102845.0,0.0806,5,0
3,5,108572.0,0.0171,3,0
5,5,45099.0,0.0725,5,0
5,5,76118.0,0.0338,4,0
4,5,57177.0,0.0301,4,0
4,5,51035.0,0.0435,4,0
5,5,14155.0,0.042,5,0
3,5,37107.0,0.0545,4,0
4,5,5246.0,0.0816,5,0
5,5,301009.0,0.0316,5,0
4,4,53311.0,0.0247,4,0
2,4,305704.0,0.0129,4,0
3,4,136497.0,0.0353,4,0
3,4,13344.0,0.0938,4,0
4,4,194383.0,0.0741,3,0
1,4,16256.0,0.0475999999999999,4,0
4,4,62433.0,0.0115,4,0
4,4,18492.0,0.0283999999999999,4,0
3,4,93467.0,0.0789,4,0
3,4,5285.0,0.0288,4,0
3,4,87924.0,0.0652,4,0
4,4,291587.0,0.0333,4,0
4,4,98736.0,0.0374,4,0
1,4,105.0,0.0385,4,0
3,4,29943.0,0.0233,4,0
4,4,58555.0,0.0702,4,0
4,4,162446.0,0.0237999999999999,4,0
3,4,534829.0,0.0163,3,0
4,4,129964.0,0.04,4,0
3,4,42579.0,0.0423,4,0
3,4,159615.0,0.0224,3,0
2,3,533976.0,0.0345,3,0
3,3,25071.0,0.1364,3,0
3,3,123247.0,0.1153999999999999,3,0
3,3,110767.0,0.1110999999999999,3,0
2,3,33206.0,0.025,3,0
3,3,38891.0,0.0588,3,0
2,3,216963.0,0.0833,2,0
3,3,171498.0,0.0333,2,0
3,3,25889.0,0.0288,3,0
3,3,22046.0,0.1153999999999999,3,0
2,3,76282.0,0.0645,2,0
2,3,54333.0,0.0299,2,0
3,3,37699.0,0.2727,3,0
2,3,10186.0,0.0455,1,0
2,3,14888.0,0.0134,2,0
2,3,57418.0,0.0351,3,0
2,3,7736.0,0.0571,3,0
3,3,67252.0,0.0254,3,0
2,3,100005.0,0.0105,3,0
2,2,74981.0,0.0235,2,0
1,2,482191.0,0.0227,2,0
1,2,7542.0,0.0081,2,0
2,2,37469.0,0.0392,2,0
1,2,29841.0,0.0167,2,0
1,2,138.0,0.0093,2,0
2,2,27722.0,0.1333,2,0
1,2,582.0,0.0137,2,0
2,2,49084.0,0.0327999999999999,2,0
2,2,7095.0,0.1,2,0
2,2,46094.0,0.1052999999999999,2,0
1,2,10509.0,0.027,2,0
2,2,142083.0,0.0455,2,0
1,2,59836.0,0.1,1,0
1,2,547.0,0.0833,2,0
2,2,13919.0,0.0289999999999999,1,0
2,2,91733.0,0.0235,2,0
1,2,565.0,0.0163999999999999,2,0
2,2,63827.0,0.0174,1,0
2,2,113471.0,0.0526,2,0
2,2,12542.0,0.0475999999999999,2,0
2,2,72158.0,0.1818,2,0
1,2,25684.0,0.0175,2,0
2,2,83005.0,0.0059,2,0
2,2,24171.0,0.0951999999999999,2,0
1,1,61.0,0.013,1,0
1,1,2815.0,0.04,1,0
1,1,478.0,0.0182,1,0
1,1,25.0,0.05,1,0
1,1,18011.0,1.0,1,2
1,1,38331.0,0.1429,1,0
1,1,38065.0,0.0713999999999999,0,0
1,1,39272.0,0.013,1,0
1,1,5114.0,0.0302999999999999,1,0
1,1,61189.0,0.0455,1,0
1,1,142254.0,0.0182,1,0
1,1,13156.0,0.0909,1,0
1,1,7068.0,0.0333,1,0
1,1,843.0,0.0101,1,0
1,1,15342.0,0.0909,1,0
1,1,6565.0,0.0233,1,0
1,1,10916.0,0.027,1,0
1,1,977.0,0.04,1,0
1,1,63082.0,0.0106,1,0
1,1,20046.0,0.0076,1,0
1,1,18111.0,0.0156,1,0
1,1,1925.0,0.0182,1,0
1,1,9036.0,0.0588,1,0
1,1,18681.0,0.0172,1,0
1,1,38184.0,0.0243999999999999,1,0
1,1,17737.0,0.0263,1,0
1,1,2284.0,0.0087,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
157,229,3131107.0,0.13,216,1
82,183,3685975.0,0.077,171,1
120,172,5839579.0,0.0705,155,1
77,144,4743060.0,0.066,117,1
96,135,2078539.0,0.1027999999999999,125,1
35,108,3014362.0,0.2188,100,2
87,108,2256582.0,0.1332,102,1
86,98,2353252.0,0.0533,88,1
63,96,2950724.0,0.1384999999999999,84,2
67,95,1114594.0,0.1573,88,2
83,94,9315783.0,0.0562,87,1
54,82,2595397.0,0.1677,64,2
38,81,691614.0,0.0443,77,2
29,78,670962.0,0.1098,72,2
25,78,118295.0,0.1067999999999999,76,2
34,77,1591175.0,0.1223,73,2
39,70,1736574.0,0.1005,61,2
24,67,288487.0,0.0975999999999999,59,2
28,64,441176.0,0.1049,59,2
53,62,2518316.0,0.0415,50,2
26,62,331655.0,0.1176,58,2
15,49,91098.0,0.2,43,2
22,49,335514.0,0.1594,38,2
45,48,3060358.0,0.0191,46,2
30,47,1727824.0,0.0529,41,2
36,47,59264.0,0.1328,45,2
22,45,167242.0,0.2095,43,2
34,45,3447453.0,0.0921,37,2
18,44,579521.0,0.0541,44,2
34,44,959867.0,0.0494,42,2
21,43,747181.0,0.0496,37,2
38,43,62692.0,0.0774,39,2
32,42,278139.0,0.2221999999999999,41,2
29,41,696549.0,0.0463,38,2
33,39,980542.0,0.0775,38,2
26,36,65226.0,0.0541,36,2
15,35,230016.0,0.1515,33,2
29,35,1687391.0,0.0573,31,2
18,35,472893.0,0.0344,30,2
29,34,1171659.0,0.0408,31,2
23,33,147248.0,0.1322,32,2
8,32,99272.0,0.0748,16,0
19,32,414011.0,0.1508,32,2
23,29,1570666.0,0.1223,24,2
24,28,783354.0,0.0828,28,2
13,28,802433.0,0.0296,22,0
16,28,45307.0,0.0533,27,0
16,28,757898.0,0.046,28,2
13,27,1644471.0,0.0441999999999999,23,2
15,27,2281370.0,0.0987,13,2
17,27,818521.0,0.0389,27,0
9,26,446542.0,0.0336,26,0
9,26,248598.0,0.0677,26,0
12,22,24167.0,0.087,22,0
18,21,258625.0,0.0530999999999999,18,0
9,21,373744.0,0.0647,21,0
12,20,355769.0,0.0596999999999999,19,0
15,20,648922.0,0.0581,16,0
15,19,42092.0,0.044,19,0
10,19,48638.0,0.2221999999999999,18,0
14,18,25453.0,0.0524,14,0
13,18,1238034.0,0.0802,18,0
9,17,681337.0,0.032,14,0
1,17,99558.0,0.25,17,0
14,17,36553.0,0.209,14,0
15,17,168335.0,0.1442,16,0
9,17,139512.0,0.0634,17,0
2,17,349205.0,0.0116999999999999,17,0
9,17,287747.0,0.0273,17,0
10,16,325469.0,0.0223,15,0
13,16,7694.0,0.1711,15,0
11,16,12862.0,0.0957,14,0
16,16,833513.0,0.0322,15,0
15,16,483784.0,0.0758,14,0
11,16,482154.0,0.0462,16,0
14,16,125507.0,0.1157,15,0
15,15,97679.0,0.0815,15,0
11,15,475332.0,0.0441999999999999,15,0
12,15,476655.0,0.0375,15,0
12,15,309925.0,0.0395999999999999,14,0
13,15,327517.0,0.0530999999999999,11,0
11,15,313847.0,0.0159,13,0
11,15,401168.0,0.0172,13,0
6,14,70281.0,0.0652,14,0
12,14,326479.0,0.0486,12,0
13,14,86608.0,0.0713999999999999,12,0
7,13,140705.0,0.0693,10,0
9,13,291483.0,0.0584,13,0
7,13,28501.0,0.1842,13,0
3,12,1370797.0,0.0545,2,0
10,12,170269.0,0.1333,9,0
9,12,21582.0,0.0448,12,0
10,12,27925.0,0.1852,11,0
9,12,102418.0,0.1667,12,0
9,12,291648.0,0.0167,11,0
7,12,148683.0,0.1458,12,0
6,12,146767.0,0.0682,10,0
10,11,292897.0,0.0421999999999999,11,0
11,11,389049.0,0.0629,10,0
9,11,26048.0,0.0978,11,0
5,11,228389.0,0.0909,9,0
9,11,117442.0,0.0810999999999999,9,0
10,11,315793.0,0.0605999999999999,11,0
8,11,39082.0,0.2423999999999999,7,0
9,11,316376.0,0.04,7,0
9,11,195469.0,0.0373,9,0
8,10,392017.0,0.0394,9,0
10,10,126279.0,0.068,8,0
5,10,131201.0,0.0245,10,0
2,10,9285.0,0.08,10,0
8,10,57715.0,0.1143,10,0
1,10,68625.0,0.027,10,0
8,10,592576.0,0.0576,9,0
9,9,975448.0,0.0474,9,0
8,9,250501.0,0.023,8,0
8,9,134289.0,0.1429,8,0
7,9,7158.0,0.1429,8,0
4,9,173954.0,0.0301,8,0
8,9,345469.0,0.129,9,0
7,9,242011.0,0.0521999999999999,9,0
7,9,324622.0,0.0648,9,0
6,8,43173.0,0.0789,5,0
3,8,136657.0,0.016,8,0
7,8,92399.0,0.0946,8,0
6,8,132673.0,0.0216,7,0
7,8,90574.0,0.0972,8,0
7,8,47905.0,0.0921,7,0
6,7,57187.0,0.1176,7,0
6,7,226077.0,0.0521999999999999,6,0
6,7,104807.0,0.0759,6,0
3,7,343697.0,0.0545,7,0
7,7,193785.0,0.0417,7,0
6,7,126476.0,0.1132,6,0
5,7,13989.0,0.102,7,0
6,7,269212.0,0.0173,7,0
7,7,83731.0,0.1944,6,0
7,7,242299.0,0.022,7,0
6,7,43552.0,0.12,7,0
2,7,257875.0,0.08,7,0
5,6,125668.0,0.0847,5,0
6,6,225199.0,0.0521999999999999,6,0
4,6,114737.0,0.0579999999999999,4,0
5,6,49153.0,0.0794,6,0
6,6,138335.0,0.0536,6,0
6,6,32205.0,0.0923,6,0
6,6,204583.0,0.0375,5,0
5,6,36431.0,0.0746,6,0
5,6,46913.0,0.1135999999999999,3,0
4,6,46027.0,0.1333,6,0
6,6,175722.0,0.0521999999999999,6,0
5,6,174216.0,0.0253,6,0
5,6,147629.0,0.061,6,0
3,6,38336.0,0.05,5,0
5,6,41903.0,0.1724,5,0
6,6,327939.0,0.0275,6,0
2,6,32844.0,0.0098999999999999,6,0
5,6,88088.0,0.0148,4,0
3,5,25632.0,0.1071,5,0
3,5,140019.0,0.0405,5,0
2,5,1869.0,0.0475999999999999,3,0
5,5,190406.0,0.0266999999999999,5,0
5,5,140082.0,0.1429,5,0
5,5,451761.0,0.0746,5,0
4,5,20769.0,0.3636,5,0
4,5,208547.0,0.0292,5,0
5,5,47837.0,0.122,5,0
4,5,300205.0,0.0366999999999999,5,0
5,5,62849.0,0.102,5,0
5,5,170916.0,0.049,5,0
2,5,1815.0,0.0833,4,0
4,4,140057.0,0.0168,4,0
3,4,53738.0,0.4286,4,0
4,4,149513.0,0.0548,4,0
4,4,22067.0,0.1211999999999999,4,0
3,4,40851.0,0.0210999999999999,4,0
3,4,309113.0,0.0248,3,0
4,4,236195.0,0.0364,3,0
3,4,1198.0,0.1765,4,0
3,4,27859.0,0.0353,4,0
3,4,41133.0,0.0210999999999999,4,0
1,4,147066.0,0.0127,4,0
3,4,79859.0,0.1,4,0
3,4,8006.0,0.0194,3,0
4,4,131569.0,0.0159,3,0
3,4,14384.0,0.0128,4,0
4,4,65375.0,0.0263,4,0
2,3,32642.0,0.0475999999999999,3,0
2,3,1058759.0,0.0317,1,0
3,3,211395.0,0.0291,3,0
3,3,39581.0,0.0233,3,0
3,3,24652.0,0.0291,2,0
3,3,61864.0,0.0375,3,0
3,3,12892.0,0.1071,3,0
2,3,74838.0,0.069,3,0
2,3,43891.0,0.0465,1,0
2,3,63377.0,0.0571,3,0
1,3,169775.0,0.0455,3,0
3,3,5993.0,0.0349,3,0
3,3,3408.0,0.1033999999999999,3,0
2,3,53449.0,0.0408,2,0
2,3,17853.0,0.0204,2,0
3,3,79206.0,0.0667,3,0
3,3,377563.0,0.0168,3,0
2,3,49133.0,0.0444,3,0
2,3,67074.0,0.0713999999999999,1,0
2,2,14734.0,0.0213,2,0
2,2,60642.0,0.026,2,0
1,2,6851.0,0.0121999999999999,2,0
2,2,14289.0,0.1429,2,0
2,2,8635.0,0.0645,2,0
1,2,1525.0,0.0156,2,0
1,2,130.0,0.0118,2,0
2,2,26017.0,0.0556,2,0
2,2,43784.0,0.0444,2,0
1,2,2038.0,0.0096,2,0
2,2,4195.0,0.1538,2,0
2,2,42305.0,0.0263,2,0
1,2,12742.0,0.0435,0,0
2,2,34407.0,0.0909,2,0
1,2,16644.0,0.04,2,0
1,2,90878.0,0.0417,1,0
1,2,54.0,0.0313,1,0
2,2,39991.0,0.1429,2,0
1,1,202.0,0.0093999999999999,1,0
1,1,27139.0,0.0263,0,0
1,1,17668.0,0.0588,1,0
1,1,70087.0,0.0182,1,0
1,1,135255.0,0.25,1,0
1,1,31479.0,0.0222,1,0
1,1,861.0,0.1110999999999999,1,0
1,1,93467.0,0.0435,1,0
1,1,15259.0,0.0104,1,0
1,1,3533.0,0.0323,0,0
1,1,9264.0,0.0175,1,0
1,1,11918.0,0.0068,1,0
1,1,40.0,0.0163999999999999,1,0
1,1,72004.0,0.0833,1,0
1,1,25309.0,0.0263,1,0
1,1,22346.0,0.125,1,0
1,1,324.0,0.0118999999999999,1,0
1,1,53.0,0.0333,1,0
1,1,65811.0,0.125,1,0
1,1,585.0,0.0087,0,0
1,1,112239.0,0.0713999999999999,1,0
1,1,216.0,0.0135,1,0
1,1,25864.0,0.04,1,0
1,1,10495.0,0.0172,1,0
1,1,76.0,0.037,1,0
1,1,20221.0,0.025,1,0
1,1,63.0,0.0417,1,0
1,1,1924.0,0.0106,1,0
1,1,14916.0,0.0217,1,0
1,1,28943.0,0.0127,1,0
1,1,1105.0,0.0213,1,0
1,1,24476.0,0.0313,1,0
1,1,45446.0,0.0233,1,0
1,1,1518.0,0.05,1,0
1,1,20056.0,0.0435,1,0
1,1,1307.0,0.0667,1,0
1,1,5356.0,0.0256,1,0
1,1,16751.0,0.0356999999999999,1,0
1,1,16325.0,0.2,1,0
1,1,74712.0,0.0769,1,0
1,1,11952.0,0.1429,1,0
1,1,554.0,0.25,1,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,0,0.0,0.0,0,0
